City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
453,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,16.11,light rain
454,Monopoli,IT,40.9559,17.2896,78.71,59,2,2.93,clear sky
455,Pontianak,ID,-0.0333,109.3333,76.98,94,100,1.14,overcast clouds
456,Bantry,IE,51.6833,-9.45,59.79,86,13,4.81,few clouds
457,Chebsara,RU,59.2002,38.8356,58.33,80,91,4.29,overcast clouds
458,Atherton,GB,53.5237,-2.4935,61.29,76,42,1.99,scattered clouds
459,Koutsouras,GR,35.0339,25.9469,78.12,51,0,10.2,clear sky
460,Pringsewu,ID,-5.3582,104.9744,73.44,98,55,0.63,broken clouds
461,Soe,ID,-9.8607,124.284,60.53,91,46,4.81,scattered clouds
462,Anadyr,RU,64.75,177.4833,57.7,71,40,6.71,scattered clouds
463,Laguna,US,38.421,-121.4238,99.75,35,0,5.75,clear sky
464,Yar-Sale,RU,66.8333,70.8333,57.07,64,100,8.34,overcast clouds
465,Bouna,CI,9.2667,-3.0,75.07,81,100,4.99,overcast clouds
466,Gedo,ET,9.0167,37.45,52.2,98,100,1.77,moderate rain
467,Moerai,PF,-22.4333,-151.3333,71.47,64,39,24.02,scattered clouds
468,Ancud,CL,-41.8697,-73.8203,43.29,77,33,7.25,scattered clouds
469,Waingapu,ID,-9.6567,120.2641,72.95,85,42,8.93,scattered clouds
470,Henties Bay,NA,-22.116,14.2845,58.33,73,0,7.38,clear sky
471,Korcula,HR,42.9622,17.1369,75.99,69,24,2.89,few clouds
472,Angoche,MZ,-16.2325,39.9086,72.77,65,15,8.93,few clouds
473,Rosarito,MX,32.3333,-117.0333,82.63,70,17,9.53,few clouds
474,Shar,KZ,49.5886,81.0453,61.43,49,4,6.35,clear sky
475,Abu Samrah,SY,35.3029,37.1841,77.25,48,0,11.21,clear sky
476,Synya,RU,65.3718,58.0387,66.69,83,74,4.99,broken clouds
477,Eureka,US,40.8021,-124.1637,76.68,77,66,4.0,broken clouds
478,Edd,ER,13.9297,41.6925,91.17,59,99,3.71,overcast clouds
479,Kamina,CD,-8.7386,24.9906,69.37,41,95,4.72,overcast clouds
480,Villanueva,HN,15.3167,-88.0,91.04,66,75,11.5,thunderstorm
481,Erenhot,CN,43.6475,111.9767,75.07,27,99,4.94,overcast clouds
482,Sorochinsk,RU,52.4338,53.1583,76.57,51,100,7.05,overcast clouds
483,Kloulklubed,PW,7.0419,134.2556,73.9,75,88,6.08,overcast clouds
484,Zonguldak,TR,41.25,31.8333,55.99,90,0,3.71,clear sky
485,Maryville,US,35.7565,-83.9705,91.18,49,40,3.44,scattered clouds
486,Tshikapa,CD,-6.4167,20.8,76.68,31,4,2.68,clear sky
487,Gwanda,ZW,-20.9333,29.0,58.5,37,0,4.07,clear sky
488,Coolum Beach,AU,-26.5333,153.1,54.1,78,32,11.01,scattered clouds
489,Gamba,GA,-2.65,10.0,69.58,93,2,5.64,clear sky
490,Catuday,PH,16.2923,119.8062,79.79,82,100,10.42,overcast clouds
491,Kaeo,NZ,-35.1,173.7833,52.32,97,100,3.78,overcast clouds
492,Machinga,MW,-15.1685,35.3,64.83,63,79,4.45,broken clouds
493,Surt,LY,31.2089,16.5887,78.57,61,0,12.21,clear sky
494,Sa Kaeo,TH,13.75,102.3333,74.14,95,69,4.76,broken clouds
495,Cidreira,BR,-30.1811,-50.2056,60.46,97,100,14.67,moderate rain
496,Loralai,PK,30.3705,68.598,74.75,66,95,3.8,overcast clouds
497,Kemijarvi,FI,66.7131,27.4306,56.79,91,100,5.55,overcast clouds
498,Grand Gaube,MU,-20.0064,57.6608,69.39,74,20,4.0,few clouds
499,Sydney,AU,-33.8679,151.2073,46.71,80,20,10.36,few clouds
500,Ardmore,US,34.1743,-97.1436,100.18,32,0,5.75,clear sky
501,Rushden,GB,52.2914,-0.5992,64.38,59,73,1.99,broken clouds
502,Qunduz,AF,36.729,68.857,83.59,17,0,4.81,clear sky
503,Finschhafen,PG,-6.6024,147.8681,77.95,84,99,5.99,heavy intensity rain
504,Shaunavon,CA,49.6501,-108.4181,80.38,36,0,4.14,clear sky
505,Adoni,IN,15.6333,77.2833,74.73,78,100,21.14,overcast clouds
506,Cuyo,PH,10.8525,121.0086,82.8,72,27,2.51,scattered clouds
507,Ixtapa,MX,20.7,-105.2,88.23,74,40,12.66,scattered clouds
508,Rach Gia,VN,10.0167,105.0833,80.47,81,100,12.3,overcast clouds
509,Mahajanga,MG,-15.7167,46.3167,68.02,88,0,3.44,clear sky
510,Sault Sainte Marie,CA,46.5168,-84.3333,73.96,41,0,10.36,clear sky
511,Rawah,IQ,34.4816,41.9093,90.79,20,0,13.62,clear sky
512,Yulara,AU,-25.2406,130.9889,41.92,48,0,7.76,clear sky
513,Suntar,RU,62.1444,117.6319,63.77,89,27,3.38,scattered clouds
514,Aykhal,RU,66.0,111.5,51.42,81,100,3.96,light rain
515,Pitelino,RU,54.5777,41.8145,58.53,97,100,8.66,light rain
516,Inuvik,CA,68.3499,-133.7218,45.36,75,100,11.5,overcast clouds
517,Khasan,RU,42.4308,130.6434,64.83,97,100,6.71,overcast clouds
518,Tome,CL,-36.6167,-72.95,39.81,89,100,10.47,overcast clouds
519,Kuytun,RU,54.3419,101.5036,48.94,84,83,4.63,broken clouds
520,Kosh-Agach,RU,50.0,88.6667,36.77,84,5,3.22,clear sky
521,Birao,CF,10.2849,22.7882,73.99,75,76,3.91,broken clouds
522,Atar,MR,20.5169,-13.0499,96.57,27,98,2.17,overcast clouds
523,Okhotsk,RU,59.3833,143.3,61.48,90,87,3.0,overcast clouds
524,Coromandel,BR,-18.4733,-47.2003,68.22,44,13,4.61,few clouds
525,Ossora,RU,59.2353,163.0719,66.94,74,60,3.0,broken clouds
526,Sept-Iles,CA,50.2001,-66.3821,65.05,63,96,5.01,overcast clouds
527,Awjilah,LY,29.1081,21.2869,78.49,44,0,18.32,clear sky
528,Alta Floresta,BR,-9.8756,-56.0861,90.23,26,0,2.13,clear sky
529,Alofi,NU,-19.0595,-169.9187,80.49,69,75,14.97,broken clouds
530,Ahuimanu,US,21.4447,-157.8378,83.91,78,75,13.8,light rain
531,Zavodskoy,RU,43.4597,132.2922,65.79,93,75,6.71,light intensity shower rain
532,Kirensk,RU,57.7853,108.1119,53.51,95,100,2.68,light rain
533,Tecoanapa,MX,16.5167,-98.75,85.68,64,96,9.57,overcast clouds
534,Margate,GB,51.3813,1.3862,63.3,76,74,1.99,broken clouds
535,Singaraja,ID,-8.112,115.0882,77.22,84,38,3.31,scattered clouds
536,Bereda,ES,43.2686,-7.5406,72.57,96,100,5.55,moderate rain
537,Aleksandrovka,UA,46.8383,32.7612,68.49,64,7,2.37,clear sky
538,Aitape,PG,-3.1374,142.3475,76.39,90,100,3.58,overcast clouds
539,Dhuwaran,IN,22.2333,72.8,80.85,88,100,13.13,moderate rain
540,Vila Velha,BR,-20.3297,-40.2925,69.75,96,75,2.3,broken clouds
541,Carbonia,IT,39.1672,8.5222,79.02,81,2,2.15,clear sky
542,Regina,CA,50.4501,-104.6178,82.38,47,20,9.22,few clouds
543,Bathsheba,BB,13.2167,-59.5167,86.61,88,40,19.57,scattered clouds
544,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.52,41,38,2.8,scattered clouds
545,Storslett,NO,69.7678,21.0247,53.6,94,100,9.22,light rain
546,Tall Kayf,TR,37.0833,41.0667,83.59,20,0,9.22,clear sky
547,Pyapon,MM,16.2833,95.6833,76.03,94,100,4.76,light rain
548,Merauke,ID,-8.4667,140.3333,74.05,80,100,14.34,overcast clouds
549,Antofagasta,CL,-23.65,-70.4,58.28,73,51,5.82,broken clouds
550,San Juan,AR,-31.5375,-68.5364,52.99,36,71,17.85,broken clouds
551,Tokur,RU,53.1333,132.9,57.24,95,41,2.98,scattered clouds
552,Bira,RU,49.0,132.4667,67.6,98,100,3.31,overcast clouds
553,Riberalta,BO,-10.9833,-66.1,89.8,62,75,9.22,broken clouds
554,Hobyo,SO,5.3505,48.5268,77.63,82,100,24.47,overcast clouds
555,Hasaki,JP,35.7333,140.8333,73.8,90,100,8.32,overcast clouds
556,Anju,KP,39.6178,125.6647,68.18,96,78,2.51,broken clouds
557,Kupang,ID,-10.1667,123.5833,72.16,79,13,10.83,few clouds
558,Fengzhen,CN,40.4394,113.1536,66.6,44,74,4.9,broken clouds
559,Severo-Kurilsk,RU,50.6789,156.125,54.3,94,82,10.36,broken clouds
560,Portland,US,45.5234,-122.6762,84.56,44,20,10.36,few clouds
561,Bad Liebenwerda,DE,51.5167,13.4,66.27,51,29,8.97,scattered clouds
562,Elban,RU,50.1018,136.5094,67.42,96,43,6.29,scattered clouds
563,Shimoni,KE,-4.6476,39.3817,75.02,82,39,16.73,light rain
564,Getulio Vargas,UY,-32.6796,-53.5494,60.6,95,100,8.3,moderate rain
565,Arlit,NE,18.7369,7.3853,95.83,11,11,8.97,few clouds
566,Khromtau,KZ,50.2503,58.4347,80.89,32,98,5.66,overcast clouds
567,Kristiansund,NO,63.1115,7.732,52.45,71,75,19.57,broken clouds
568,Malmesbury,ZA,-33.4608,18.7271,47.77,92,0,4.0,clear sky
569,Ipora,BR,-16.4419,-51.1178,79.05,30,72,4.09,broken clouds
570,Walvis Bay,NA,-22.9575,14.5053,56.08,53,0,6.73,clear sky
571,Nouadhibou,MR,20.931,-17.0347,69.78,88,30,14.97,scattered clouds
572,Marystown,CA,47.1666,-55.1483,65.1,65,100,6.06,overcast clouds
573,Paita,PE,-5.0892,-81.1144,68.67,68,10,19.33,clear sky
574,Harper,LR,4.375,-7.7169,75.2,81,83,8.81,broken clouds
575,Great Yarmouth,GB,52.6083,1.7305,61.02,68,55,6.69,broken clouds
576,Vestmannaeyjar,IS,63.4427,-20.2734,51.17,76,21,9.26,few clouds
577,Okakarara,NA,-20.5833,17.4333,53.69,33,0,7.45,clear sky
578,Innisfail,AU,-17.5333,146.0333,53.24,71,26,6.55,scattered clouds
579,Caravelas,BR,-17.7125,-39.2481,71.33,83,6,5.44,clear sky
580,Skibbereen,IE,51.55,-9.2667,60.12,88,4,5.39,clear sky
581,Kaffrine,SN,14.1059,-15.5508,88.48,58,100,11.79,overcast clouds
582,Koumac,NC,-20.5667,164.2833,69.51,57,6,12.28,clear sky
583,Shenjiamen,CN,29.9576,122.298,77.36,93,100,11.83,overcast clouds
584,San Jose,US,37.3394,-121.895,90.91,45,20,10.36,few clouds
585,Omboue,GA,-1.5746,9.2618,71.24,89,0,5.79,clear sky
586,Kure,JP,34.2333,132.5667,77.72,94,99,6.08,overcast clouds
587,Ugoofaaru,MV,5.6667,73.0,82.83,78,79,17.92,broken clouds
588,Sinnamary,GF,5.3833,-52.95,79.81,86,49,8.05,scattered clouds
589,Banyo,CM,6.75,11.8167,65.39,96,99,2.89,light rain
590,Kulhudhuffushi,MV,6.6221,73.07,82.02,80,88,17.83,light rain
591,San Joaquin,US,37.9333,-121.3011,96.55,36,0,9.22,clear sky
592,Mecca,SA,21.4267,39.8261,90.39,30,98,4.59,overcast clouds
593,Kokstad,ZA,-30.5472,29.4241,41.86,80,8,1.88,clear sky
594,Macau,MO,22.2006,113.5461,84.85,89,20,5.75,few clouds
595,Igarka,RU,67.4667,86.5833,49.33,65,67,4.16,broken clouds
596,Kismayo,SO,-0.3582,42.5454,75.81,87,65,18.84,light rain
597,Porto Seguro,BR,-16.4497,-39.0647,73.92,83,40,4.61,scattered clouds
598,Barra Da Estiva,BR,-13.6261,-41.3269,66.31,66,83,6.42,broken clouds
599,Daule,EC,-1.865,-79.9792,82.4,43,66,0.22,broken clouds
600,Yarada,IN,17.65,83.2667,82.72,69,75,5.75,broken clouds
601,Katangli,RU,51.7102,143.2326,53.82,95,100,7.7,overcast clouds
602,Rongcheng,CN,30.634,117.8517,81.7,77,100,3.83,overcast clouds
603,Bidor,MY,4.1139,101.2884,73.45,78,99,3.18,overcast clouds
604,Zhigansk,RU,66.7697,123.3711,53.64,88,99,16.78,overcast clouds
605,Pangnirtung,CA,66.1451,-65.7125,50.0,76,20,5.75,few clouds
606,Sao Francisco De Paula,BR,-29.4481,-50.5836,56.68,97,100,5.79,overcast clouds
607,Necochea,AR,-38.5473,-58.7368,50.79,89,100,15.03,moderate rain
608,Marche-En-Famenne,BE,50.2,5.3333,63.5,61,58,10.07,broken clouds
609,Bilma,NE,18.6853,12.9164,93.49,18,9,7.61,clear sky
610,Chadan,RU,51.2833,91.5833,45.27,86,11,2.15,few clouds
611,Puerto Escondido,MX,15.85,-97.0667,81.43,65,100,3.44,overcast clouds
612,Dongying,CN,37.4564,118.4856,78.06,70,24,1.92,few clouds
613,Tinskoy,RU,56.1525,96.9161,48.85,82,100,1.95,overcast clouds
614,Ruteng,ID,-8.6136,120.4721,58.35,90,10,1.54,clear sky
615,Golden,US,39.7555,-105.2211,98.98,23,75,9.22,broken clouds
616,Mweka,CD,-4.85,21.5667,77.23,38,80,2.3,broken clouds
617,Samarinda,ID,-0.5,117.15,72.07,95,100,1.68,overcast clouds
618,Tottori,JP,35.5,134.2333,74.71,95,97,5.55,overcast clouds
619,Ocean Springs,US,30.4113,-88.8278,91.71,66,20,11.5,few clouds
620,Gao,ML,16.6362,1.637,94.03,33,35,7.9,light rain
621,Tortoli,IT,39.9256,9.6572,76.39,64,4,3.94,clear sky
622,Bangassou,CF,4.7413,22.8184,68.47,99,99,2.46,overcast clouds
623,Shetpe,KZ,44.1667,52.1167,86.68,31,83,4.38,broken clouds
624,Babanka,UA,48.7097,30.4483,64.96,64,0,3.24,clear sky
625,Vagur,FO,61.4732,-6.8119,50.4,85,99,15.82,light rain
626,Redcar,GB,54.6166,-1.06,61.14,26,64,10.65,broken clouds
627,Soyo,AO,-6.1349,12.3689,70.45,89,11,7.38,few clouds
628,Picota,PE,-6.9197,-76.3304,88.29,46,50,1.3,scattered clouds
629,Luwingu,ZM,-10.2621,29.9271,59.59,53,57,3.29,broken clouds
630,Sannicandro Di Bari,IT,41.0015,16.7962,74.17,75,0,4.61,clear sky
631,Semey,KZ,50.4111,80.2275,62.94,53,2,7.81,clear sky
632,Yumen,CN,40.2833,97.2,63.01,79,100,12.15,overcast clouds
633,Middle Island,US,40.8843,-72.9373,85.64,73,40,9.22,scattered clouds
634,Santa Fe,AR,-31.6333,-60.7,68.02,61,19,5.01,few clouds
635,Chunskiy,RU,56.0815,99.6342,48.16,86,100,1.77,overcast clouds
636,Aktash,RU,50.3,87.7333,30.88,89,11,3.18,few clouds
637,Sur,OM,22.5667,59.5289,89.89,60,83,4.94,broken clouds
638,Muswellbrook,AU,-32.2667,150.9,35.33,95,0,2.66,clear sky
639,Pemangkat,ID,1.1667,108.9667,77.25,83,100,3.51,overcast clouds
640,Malakal,SS,9.5334,31.6605,70.57,98,100,5.93,heavy intensity rain
641,Komsomolskiy,UZ,40.4272,71.7189,74.12,49,0,6.91,clear sky
642,Rafaela,AR,-31.2503,-61.4867,66.97,43,13,1.99,few clouds
643,The Valley,AI,18.217,-63.0578,83.1,81,30,22.48,scattered clouds
644,Tazmalt,DZ,36.3868,4.3989,76.48,51,0,6.24,clear sky
645,Vila,PT,42.0304,-8.1588,74.28,54,89,5.26,overcast clouds
646,Nadvoitsy,RU,63.8667,34.3167,56.12,94,59,7.67,broken clouds
647,Cartagena,CO,10.3997,-75.5144,87.42,70,40,5.75,scattered clouds
648,Palmer,US,42.1584,-72.3287,84.54,54,40,9.22,scattered clouds
649,Zhangye,CN,38.9342,100.4517,66.69,75,100,1.54,overcast clouds
650,Kinlochleven,GB,56.7115,-4.9661,56.28,93,100,4.63,overcast clouds
651,Troitskoye,RU,52.9821,84.6757,52.43,66,98,5.59,overcast clouds
652,Lamu,KE,-2.2717,40.902,73.62,87,89,18.57,light rain
653,Arman,RU,59.7,150.1667,71.02,69,92,2.15,overcast clouds
654,Skjervoy,NO,70.0311,20.9714,53.6,96,100,8.52,light rain
655,Onega,RU,63.9061,38.1404,58.77,80,25,5.61,scattered clouds
656,Strelka,RU,58.0728,93.0344,47.77,86,98,2.17,overcast clouds
657,Invermere,CA,50.5167,-116.0354,86.36,17,49,1.72,scattered clouds
658,Pavino,RU,59.1139,46.1414,58.37,97,52,5.21,broken clouds
659,Kushiro,JP,42.975,144.3747,61.61,94,100,8.81,overcast clouds
660,Sabla,NG,12.7525,4.7077,88.5,49,72,7.2,light rain
661,Mazagao,BR,-0.115,-51.2894,84.25,86,81,4.21,broken clouds
662,Wehr,DE,47.6298,7.9042,75.88,58,0,3.09,clear sky
663,Auch,FR,43.65,0.5833,84.88,59,6,1.01,clear sky
664,Oktyabrskiy,RU,54.4815,53.471,68.52,78,96,3.42,light rain
665,Kawalu,ID,-7.3817,108.2082,72.79,98,100,1.1,overcast clouds
666,Neuquen,AR,-38.9516,-68.0591,39.09,93,75,4.61,drizzle
667,Caceres,ES,39.522,-6.3748,94.37,14,32,7.76,scattered clouds
668,Benguela,AO,-12.5763,13.4055,67.68,88,7,4.61,clear sky
669,Nantucket,US,41.2835,-70.0995,80.71,86,100,9.22,mist
670,Kizukuri,JP,40.8061,140.3861,71.94,80,100,6.98,overcast clouds
671,Trapani,IT,37.8333,12.6667,74.28,69,0,4.61,clear sky
672,Poya,NC,-21.35,165.15,67.44,64,10,7.11,clear sky
673,Hami,CN,42.8,93.45,75.67,22,5,9.93,clear sky
674,Santa Marta,CO,11.2408,-74.199,83.88,73,26,15.75,scattered clouds
675,Ati,TD,13.2154,18.3353,81.37,60,100,3.74,light rain
676,Canon City,US,38.441,-105.2424,98.17,19,0,8.01,clear sky
677,Sabha,LY,27.0377,14.4283,83.1,23,0,14.54,clear sky
678,Batticaloa,LK,7.7102,81.6924,80.76,62,94,7.47,overcast clouds
679,Montalvo,EC,-1.8,-79.3333,87.71,55,73,1.32,light rain
680,Mikhaylovskoye,RU,51.8239,79.7172,59.36,52,26,8.01,scattered clouds
681,Lata,PT,40.1629,-8.3327,77.07,44,97,3.22,overcast clouds
682,Tari,NG,12.4086,4.4914,87.33,52,81,5.06,light rain
683,Weymouth,US,42.2209,-70.9398,87.67,66,40,12.66,scattered clouds
